epoch,accuracy,loss,val_accuracy,val_loss
0,0.9082686305046082,0.2546949088573456,0.8472440838813782,0.4653168022632599
1,0.9140060544013977,0.238726407289505,0.8343307375907898,0.4825558364391327
2,0.9173810482025146,0.22945326566696167,0.8655118346214294,0.4094444811344147
3,0.9197434782981873,0.21628902852535248,0.8680315017700195,0.37593379616737366
4,0.9255484342575073,0.20914936065673828,0.8522834777832031,0.45836684107780457
5,0.9290583729743958,0.19780878722667694,0.8634645938873291,0.4110260307788849
6,0.9329058527946472,0.1923576444387436,0.8680315017700195,0.4059571325778961
7,0.9337158203125,0.18708060681819916,0.846929132938385,0.4329240024089813
