epoch,accuracy,loss,val_accuracy,val_loss
0,0.7217009663581848,0.7452939748764038,0.6647244095802307,0.8572965264320374
1,0.7369557619094849,0.7069740891456604,0.6737008094787598,0.9048492908477783
2,0.758015513420105,0.6618098616600037,0.6656692624092102,1.0743566751480103
3,0.7948025465011597,0.5773047208786011,0.5222046971321106,0.9841163754463196
